Employee_No,Title,Gender,Marital_Status,Date_Joined,Date_Resigned,Status,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Hourly_Time,Late_minutes,Type_Full Day,Type_Half Day,apply_type_Anual,apply_type_Casual,Earnings,Total Fixed,Year_Joined,Resigned_Age,Worked_Duration
1080,Mr,Male,Married,2019-08-19,,Active,Staff,Contarct Basis,Buddhist,Social Environment Officer,1961,12.098301075268818,29.28440860215054,,,,,60463.194444444445,45000.0,2019,,
1081,Mr,Male,Married,2019-05-17,,Active,Staff,Contarct Basis,Buddhist,Assistant Store Keeper,1957,10.097378472222225,25.436313657407407,,,,,42027.08470588235,32088.235294117647,2019,,
1082,Mr,Male,Single,2020-02-29,2020-10-31,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1999,,,,,,,47164.65,0.0,2020,21.0,0.0
1083,Mr,Male,Single,2020-02-07,2020-06-20,Inactive,Staff,Contarct Basis,Hindu,QAQC Engineer,1993,,,,,,,,,2020,27.0,0.0
1084,Mr,Male,Single,2020-02-29,2020-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,,,,,,,,,2020,19.0,0.0
1085,Mr,Male,Married,2020-12-08,2021-05-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978,11.2184496124031,15.836434108527133,,,,,26307.7,0.0,2020,43.0,1.0
1086,Mr,Male,Married,2020-03-03,2021-11-30,Inactive,Staff,Contarct Basis,Buddhist,Technical Officer,1981,9.470504201680672,0.2156862745098039,,,,,64721.875,55000.0,2020,40.0,1.0
1089,Mr,Male,Married,2019-11-11,2022-08-05,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,11.302290388548055,170.52385821404226,,,,,38238.54125,0.0,2019,36.0,3.0
1090,Mr,Male,Single,2020-02-01,2020-10-31,Inactive,Labour,Contarct Basis,Buddhist,Stores Helper,1995,,,,,,,,,2020,25.0,0.0
1092,Mr,Male,Married,2020-06-01,2020-06-10,Inactive,Management,Contarct Basis,Buddhist,Accountant,1980,,,,,,,,,2020,40.0,0.0
1093,Mr,Male,Married,2019-09-09,2022-02-28,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,11.871520467836255,0.0,,,,,29610.0,0.0,2019,52.0,3.0
1094,Mr,Male,Married,2019-09-18,2022-03-14,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,11.873818181818182,0.0,,,,,24638.18181818182,0.0,2019,29.0,3.0
1097,Mr,Male,Married,2020-02-02,,Active,Labour,Contarct Basis,Buddhist,Caretaker,1976,9.293267148014442,14.49638989169675,,,,,31717.657142857144,0.0,2020,,
1098,Mr,Male,Married,2017-07-14,2022-03-04,Inactive,Staff,Contarct Basis,Hindu,Land Supervisor,1980,8.877426160337553,9.156540084388183,,,,,151000.0,151000.0,2017,42.0,5.0
1104,Mr,Male,Married,2020-03-02,2020-12-26,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,,,,,,,57994.4,0.0,2020,27.0,0.0
1106,Mr,Male,Married,2020-03-02,2022-06-17,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1953,9.775471698113208,0.6282494758909853,,,,,31354.62857142857,0.0,2020,69.0,2.0
1109,Mr,Male,Married,2020-05-27,2022-02-21,Inactive,Staff,Contarct Basis,Muslim,Senior Design Engineer,1973,8.411921824104235,29.99337676438654,,,,,281833.3333333333,200000.0,2020,49.0,2.0
1110,Mr,Male,Married,2020-06-03,2020-10-31,Inactive,Staff,Contarct Basis,Buddhist,Senior Purchasing Officer,1985,,,,,,,,,2020,35.0,0.0
1120,Mr,Male,Single,2020-04-02,,Active,Labour,Contarct Basis,Buddhist,Office Assistant,1994,9.055231910946198,9.15856524427953,,,,,37362.34,0.0,2020,,
1121,Mr,Male,Married,2020-04-22,2021-02-18,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,7.726166666666667,56.57611111111111,,,,,22333.7,0.0,2020,35.0,1.0
1126,Mr,Male,Married,2019-09-01,,Active,Labour,Contarct Basis,Buddhist,Security,1986,13.816740088105728,4.379539892315223,,,,,36116.94238095238,0.0,2019,,
1127,Mr,Male,Married,2020-12-01,2022-03-25,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,11.333493150684932,0.0,,,,,18885.477,0.0,2020,46.0,2.0
1130,Mr,Male,Married,2020-05-12,2020-10-31,Inactive,Labour,Contarct Basis,Catholic,Unskilled Labor,1968,,,,,,,43258.0,0.0,2020,52.0,0.0
1131,Mr,Male,Married,2020-06-12,,Active,Staff,Contarct Basis,Buddhist,Safety Officer,1976,9.828413654618474,9.089524765729584,,,,,58090.80882352941,47500.0,2020,,
1132,Mr,Male,Married,2020-05-12,2020-06-09,Inactive,Labour,Contarct Basis,Catholic,Unskilled Labor,1979,,,,,,,,,2020,41.0,0.0
1134,Mr,Male,Single,2020-05-18,2020-10-31,Inactive,Labour,Contarct Basis,Catholic,Skilled Labor,1979,,,,,,,39585.63,0.0,2020,41.0,0.0
1135,Mr,Male,Married,2020-05-14,2020-06-23,Inactive,Labour,Contarct Basis,Hindu,Skilled Labor,1994,,,,,,,,,2020,26.0,0.0
1137,Mr,Male,Married,2021-02-01,2021-03-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978,9.62,2.1694444444444443,,,,,19280.0,0.0,2021,43.0,0.0
1138,Mr,Male,Married,2019-11-23,2022-04-09,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966,9.578411214953272,0.1075545171339563,,,,,26349.127272727277,0.0,2019,56.0,3.0
1139,Mr,Male,Married,2019-11-25,2020-12-18,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983,,,,,,,22960.0,0.0,2019,37.0,1.0
1141,Mr,Male,Married,2021-02-01,2021-03-31,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1969,9.606666666666667,2.058333333333333,,,,,30046.666666666668,0.0,2021,52.0,0.0
1158,Mr,Male,Married,2020-06-15,2022-07-14,Inactive,Staff,Contarct Basis,Hindu,Site Engineer,1982,10.512639225181598,4.835068603712672,,,,,227458.3333333333,200000.0,2020,40.0,2.0
1164,Mr,Male,Single,2020-06-20,2020-12-10,Inactive,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992,,,,,,,,,2020,28.0,0.0
1171,Mr,Male,Single,2020-06-23,2020-09-17,Inactive,Staff,Contarct Basis,Catholic,Supervisor,1995,,,,,,,,,2020,25.0,0.0
1172,Mr,Male,Married,2020-06-24,2020-08-07,Inactive,Staff,Contarct Basis,Buddhist,Driver,1995,,,,,,,,,2020,25.0,0.0
1173,Mr,Male,Single,2020-07-01,2020-11-19,Inactive,Staff,Contarct Basis,Buddhist,QAQC Engineer,1991,,,,,,,,,2020,29.0,0.0
1176,Mr,Male,Married,2020-06-16,2020-11-03,Inactive,Staff,Contarct Basis,Hindu,Project Manager,1953,,,,,,,,,2020,67.0,0.0
1178,Mr,Male,Married,2020-07-13,2022-01-29,Inactive,Staff,Contarct Basis,Hindu,Quantity Surveyor,1989,7.896651785714285,18.43467261904762,,,,,54445.31166666667,47500.0,2020,33.0,2.0
1179,Mr,Male,Married,2020-06-24,2021-01-26,Inactive,Staff,Contarct Basis,Buddhist,Safety Officer,1975,,,,,,,,,2020,46.0,1.0
1193,Mr,Male,Married,2020-06-01,2020-06-30,Inactive,Labour,Contarct Basis,Buddhist,S/Skill,1957,,,,,,,,,2020,63.0,0.0
1208,Mr,Male,Married,2020-06-08,2021-10-15,Inactive,Staff,Contarct Basis,Buddhist,Driver,1980,13.64126213592233,15.145631067961164,,,,,31540.416666666668,25500.0,2020,41.0,1.0
1212,Ms,Female,Married,2020-07-10,,Active,Staff,Contarct Basis,Buddhist,Receptionist,1994,8.4408,5.089962962962963,22.0,16.0,22.0,16.0,33888.88888888889,33888.88888888889,2020,,
1215,Ms,Female,Married,2020-07-23,2020-11-02,Inactive,Staff,Contarct Basis,Buddhist,Account Executive,1989,,,,,,,,,2020,31.0,0.0
1217,Mr,Male,Married,2020-08-06,2020-10-23,Inactive,Management,Contarct Basis,Catholic,Accountant,1985,,,,,,,,,2020,35.0,0.0
1221,Mr,Male,Single,2020-06-22,2020-11-28,Inactive,Staff,Contarct Basis,Hindu,Surveyor Trainee,1994,,,,,,,,,2020,26.0,0.0
1222,Mr,Male,Single,2020-08-10,2022-09-30,Inactive,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992,8.743032967032967,25.597582417582416,,,,,64729.50928571429,53928.57142857143,2020,30.0,2.0
1223,Mr,Male,Single,2020-08-10,2021-03-15,Inactive,Staff,Contarct Basis,Buddhist,Transport Assistant,1998,7.476111111111111,1.821296296296296,,,,,,,2020,23.0,1.0
1280,Mr,Male,Married,2020-08-08,2020-09-28,Inactive,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1959,,,,,,,,,2020,61.0,0.0
1288,Mr,Male,Married,2020-08-27,2020-10-31,Inactive,Staff,Contarct Basis,Hindu,Engineer Assistant,1979,,,,,,,,,2020,41.0,0.0
1297,Mr,Male,Married,2020-08-19,2020-09-22,Inactive,Labour,Contarct Basis,Catholic,Unskilled Labor,1993,,,,,,,,,2020,27.0,0.0
1298,Mr,Male,Married,2020-08-11,2020-09-26,Inactive,Labour,Contarct Basis,Catholic,Skilled Labor,1977,,,,,,,,,2020,43.0,0.0
1299,Mr,Male,Married,2020-08-20,2020-09-21,Inactive,Labour,Contarct Basis,Hindu,Unskilled Labor,1992,,,,,,,,,2020,28.0,0.0
1300,Mr,Male,Single,2020-09-09,2020-12-16,Inactive,Staff,Contarct Basis,Catholic,HR Executive,1991,,,,,,,,,2020,29.0,0.0
1302,Mr,Male,Single,2020-09-11,2021-02-21,Inactive,Staff,Contarct Basis,Buddhist,Technical Officer,1992,,,,,,,,,2020,29.0,1.0
1304,Mr,Male,Married,2020-09-15,2021-09-30,Inactive,Staff,Contarct Basis,Buddhist,Store Keeper,1980,9.02787356321839,36.006992337164746,,,,,44564.37666666667,40000.0,2020,41.0,1.0
1306,Ms,Female,Single,2020-12-01,,Active,Staff,Contarct Basis,Buddhist,Junior HR Executive,1999,8.727132867132868,4.784809634809635,16.0,7.0,11.0,12.0,29447.36842105263,28684.21052631579,2020,,
1310,Mr,Male,Single,2020-09-21,2021-02-12,Inactive,Staff,Contarct Basis,Buddhist,Site Engineer,1993,,,,,,,,,2020,28.0,1.0
1323,Mr,Male,Married,2020-09-08,2020-11-30,Inactive,Staff,Contarct Basis,Buddhist,Driver,1975,,,,,,,,,2020,45.0,0.0
1324,Mr,Male,Single,2020-10-02,2020-10-03,Inactive,Staff,Contarct Basis,Buddhist,Data Entry Operator,1998,,,,,,,,,2020,22.0,0.0
1325,Mr,Male,Married,2020-10-05,2021-08-07,Inactive,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1982,8.685454545454546,26.464141414141416,1.0,0.0,0.0,1.0,85000.0,85000.0,2020,39.0,1.0
1326,Mr,Male,Married,2020-10-06,2020-12-31,Inactive,Staff,Contarct Basis,Buddhist,Tractor Driver cum Mechanic,1967,,,,,,,,,2020,53.0,0.0
1329,Mr,Male,Married,2020-07-14,2020-09-26,Inactive,Staff,Contarct Basis,Buddhist,Driver,1978,,,,,,,,,2020,42.0,0.0
1330,Mr,Male,Single,2020-10-09,2021-08-31,Inactive,Staff,Contarct Basis,Hindu,Assistant Site Engineer,2005,9.19064814814815,4.835648148148148,,,,,80000.0,80000.0,2020,16.0,1.0
1332,Mr,Male,Married,2020-10-19,2020-10-24,Inactive,Staff,Contarct Basis,Buddhist,Store Keeper,1988,4.10125,141.94166666666666,,,,,,,2020,32.0,0.0
1334,Mr,Male,Single,2020-10-19,2021-07-21,Inactive,Staff,Contarct Basis,Buddhist,Site Engineer,1994,8.870172413793103,21.5566091954023,,,,,121368.75,120000.0,2020,27.0,1.0
1335,Mr,Male,Married,2020-10-19,2020-11-23,Inactive,Staff,Contarct Basis,Buddhist,Draughtsman,1984,,,,,,,,,2020,36.0,0.0
1336,Mr,Male,Single,2020-10-17,2020-10-31,Inactive,Staff,Contarct Basis,Buddhist,Supervisor,1997,9.75,0.0,,,,,,,2020,23.0,0.0
1380,Ms,Female,Single,2020-10-28,2021-01-29,Inactive,Staff,Contarct Basis,Buddhist,Trainee Technical Officer,1993,,,,,,,,,2020,28.0,1.0
1381,Mr,Male,Married,2020-11-09,2022-05-31,Inactive,Staff,Contarct Basis,Buddhist,Logistic & Operations Supervisor,1983,8.37768156424581,14.065595903165736,7.0,12.0,4.0,15.0,61715.85272727273,51363.63636363636,2020,39.0,2.0
1382,Mr,Male,Single,2020-11-09,2020-12-10,Inactive,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990,,,,,,,,,2020,30.0,0.0
1383,Mr,Male,Single,2020-11-09,2021-09-22,Inactive,Staff,Contarct Basis,Buddhist,Supervisor,1998,12.391421800947867,36.30537124802528,,,,,39855.625,23000.0,2020,23.0,1.0
1384,Mr,Male,Single,2020-11-09,2020-12-01,Inactive,Staff,Contarct Basis,Buddhist,Supervisor,1997,,,,,,,,,2020,23.0,0.0
1385,Mr,Male,Single,2020-11-11,2021-09-27,Inactive,Staff,Contarct Basis,Buddhist,Purchasing Officer,1996,8.077931034482758,12.513793103448275,0.0,1.0,1.0,0.0,37000.0,37000.0,2020,25.0,1.0
1386,Mr,Male,Married,2020-11-18,2022-01-26,Inactive,Staff,Contarct Basis,Muslim,Technical Officer,1985,10.066833976833976,58.82084942084942,,,,,59031.5,49080.0,2020,37.0,2.0
1388,Mr,Male,Married,2020-11-18,,Active,Staff,Contarct Basis,Buddhist,Driver - cab,1968,12.855983263598326,32.571094839609486,13.0,14.0,12.0,15.0,45132.84722222222,30000.0,2020,,
1389,Mr,Male,Married,2020-11-18,2020-11-30,Inactive,Staff,Contarct Basis,Buddhist,Operator - JCB,1991,,,,,,,,,2020,29.0,0.0
1390,Mr,Male,Married,2020-11-17,2021-09-05,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1971,8.452301587301587,19.196031746031743,,,,,40225.086,0.0,2020,50.0,1.0
1397,Mr,Male,Single,2020-11-25,2021-01-22,Inactive,Staff,Contarct Basis,Buddhist,Technical Officer,2000,,,,,,,,,2020,21.0,1.0
1398,Mr,Male,Single,2020-12-01,,Active,Staff,Contarct Basis,Buddhist,Draughtsman,1995,9.814784688995216,12.93664274322169,,,,,42352.831875,32500.0,2020,,
1399,Mr,Male,Single,2020-12-03,,Active,Staff,Contarct Basis,Buddhist,Welder,1998,10.778587962962964,47.457870370370365,16.0,7.0,15.0,8.0,57069.00166666667,41250.0,2020,,
1430,Mr,Male,Single,2020-12-09,2021-08-31,Inactive,Staff,Contarct Basis,Buddhist,Driver,1999,9.637857142857143,8.760515873015871,,,,,25000.0,25000.0,2020,22.0,1.0
1432,Ms,Female,Single,2020-12-14,2021-08-13,Inactive,Staff,Contarct Basis,Buddhist,Account Executive,1993,9.166904761904762,21.377380952380957,0.0,1.0,0.0,1.0,55000.0,55000.0,2020,28.0,1.0
1433,Ms,Female,Married,2020-11-23,2021-06-30,Inactive,Staff,Contarct Basis,Buddhist,HR Consultant-Payroll,1970,9.057894736842105,14.103216374269005,,,,,,,2020,51.0,1.0
1434,Mr,Male,Single,2020-12-16,2021-12-24,Inactive,Staff,Contarct Basis,Buddhist,Supervisor,1995,9.97595918367347,38.94612244897959,,,,,35166.98,26500.0,2020,26.0,1.0
1435,Mr,Male,Married,2020-12-11,2021-03-11,Inactive,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987,6.341162790697675,109.8779069767442,,,,,,,2020,34.0,1.0
1436,Mr,Male,Married,2020-12-19,,Active,Staff,Contarct Basis,Muslim,Engineer Assistant,1983,9.914804928131415,44.20362765229295,,,,,82146.48882352942,65000.0,2020,,
1437,Ms,Female,Married,2020-10-02,2021-03-31,Inactive,Management,Contarct Basis,Buddhist,HR Manager,1976,7.989090909090908,104.73560606060606,,,,,,,2020,45.0,1.0
1439,Mr,Male,Single,2020-12-28,2021-07-31,Inactive,Staff,Contarct Basis,Hindu,Site Engineer,1995,9.133982300884956,2.156637168141593,,,,,79000.0,79000.0,2020,26.0,1.0
1440,Mr,Male,Single,2021-01-06,2021-08-16,Inactive,Staff,Contarct Basis,Buddhist,Planning Engineer,1993,8.816567164179105,47.87487562189055,,,,,62205.0,60000.0,2021,28.0,0.0
1441,Mr,Male,Single,2021-01-07,2021-05-31,Inactive,Staff,Contarct Basis,Buddhist,Technical Officer,1991,9.0455,73.95083333333334,,,,,,,2021,30.0,0.0
1443,Mr,Male,Married,2021-01-11,2021-04-24,Inactive,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1985,8.652181818181818,20.442424242424245,,,,,,,2021,36.0,0.0
1445,Mr,Male,Married,2021-01-15,2021-01-19,Inactive,Staff,Contarct Basis,Buddhist,Account Executive,1986,,,,,,,,,2021,35.0,0.0
1446,Mr,Male,Married,2021-01-15,2021-12-31,Inactive,Staff,Contarct Basis,Hindu,Technical Officer,1989,9.43431818181818,60.76590909090909,,,,,63692.0,50100.0,2021,32.0,0.0
1538,Mr,Male,Married,2021-01-25,2022-02-28,Inactive,Staff,Contarct Basis,Buddhist,Project Manager,1964,9.099466666666666,9.347925925925926,,,,,278517.8571428572,250000.0,2021,58.0,1.0
1539,Mr,Male,Single,2021-02-01,,Active,Labour,Contarct Basis,Buddhist,Store Labour,1994,8.871926829268292,2.4312601626016264,,,,,0.0,0.0,2021,,
1543,Mr,Male,Single,2021-02-05,2021-07-31,Inactive,Staff,Contarct Basis,Buddhist,Account Executive,1994,7.355421686746988,33.8574297188755,,,,,45000.0,45000.0,2021,27.0,0.0
1619,Mr,Male,Single,2021-02-20,2021-06-22,Inactive,Staff,Contarct Basis,Hindu,Engineer Assistant,1994,9.057555555555554,24.730185185185185,,,,,,,2021,27.0,0.0
1625,Mr,Male,Married,2021-02-16,2021-08-15,Inactive,Management,Contarct Basis,Buddhist,HR & Admin Officer,1975,8.922266666666665,45.85933333333333,,,,,0.0,0.0,2021,46.0,0.0
1629,Mr,Male,Married,2021-03-11,2021-07-21,Inactive,Management,Contarct Basis,Buddhist,Assistant Accountant,1990,8.814,36.329166666666666,,,,,0.0,0.0,2021,31.0,0.0
1630,Mr,Male,Single,2021-03-12,2022-04-01,Inactive,Staff,Contarct Basis,Hindu,Store Keeper,1996,11.63141065830721,52.22878787878788,,,,,53028.99444444445,35055.555555555555,2021,26.0,1.0
1636,Mr,Male,Married,2021-02-04,2022-06-30,Inactive,Labour,Contarct Basis,Buddhist,Security,1980,14.226642857142856,532.2857142857143,,,,,58720.45333333333,0.0,2021,42.0,1.0
1637,Mr,Male,Single,2021-02-01,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1997,10.047950310559006,5.350517598343685,,,,,45762.344,0.0,2021,24.0,0.0
1644,Mr,Male,Married,2021-03-12,2022-04-19,Inactive,Labour,Contarct Basis,Buddhist,Caretaker,1952,9.255327102803738,2.53380062305296,,,,,15977.0,0.0,2021,70.0,1.0
1657,Mr,Male,Married,2021-03-22,,Active,Staff,Contarct Basis,Buddhist,Draughtsman,1978,8.212681564245809,9.244925512104285,34.0,8.0,14.0,28.0,85000.0,85000.0,2021,,
1683,Mr,Male,Married,2021-04-02,2022-06-25,Inactive,Staff,Contarct Basis,Buddhist,QAQC Engineer,1986,8.812604166666667,17.60199652777778,,,,,120000.0,120000.0,2021,36.0,1.0
1685,Mr,Male,Married,2021-04-05,,Active,Staff,Contarct Basis,Buddhist,Technical Officer,1987,8.677357630979499,62.39104024297647,,,,,90227.43111111112,79888.88888888889,2021,,
1715,Mr,Male,Married,2021-04-19,2021-08-25,Inactive,Management,Contarct Basis,Buddhist,Accountant,1989,8.421746031746032,65.12195767195767,1.0,0.0,0.0,1.0,0.0,0.0,2021,32.0,0.0
1716,Mr,Male,Single,2021-04-19,2021-08-12,Inactive,Staff,Contarct Basis,Buddhist,Assistance QS,1995,8.930813953488371,8.92984496124031,,,,,35000.0,35000.0,2021,26.0,0.0
1738,Mr,Male,Married,2021-04-24,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1964,9.462,0.0,,,,,24648.275,0.0,2021,57.0,0.0
1739,Mr,Male,Married,2021-04-20,2021-12-10,Inactive,Management,Contarct Basis,Buddhist,Chief Project Officer,1970,8.783950617283951,0.0,,,,,333333.3333333333,333333.3333333333,2021,51.0,0.0
1740,Mr,Male,Married,2021-04-27,2021-08-19,Inactive,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1975,9.42593220338983,25.76045197740113,,,,,0.0,0.0,2021,46.0,0.0
1741,Ms,Female,Single,2021-04-27,2021-08-31,Inactive,Staff,Contarct Basis,Buddhist,QS Contract,1992,6.79103448275862,90.28160919540232,,,,,50000.0,50000.0,2021,29.0,0.0
1760,Mr,Male,Married,2021-05-11,2022-01-31,Inactive,Staff,Contarct Basis,Buddhist,Supervisor,1969,9.972287234042552,0.6295212765957446,,,,,48666.66666666666,47000.0,2021,53.0,1.0
1761,Mr,Male,Married,2021-05-11,2021-08-14,Inactive,Staff,Contarct Basis,Buddhist,Supervisor,1963,8.974864864864864,3.836711711711712,,,,,44500.0,39500.0,2021,58.0,0.0
1771,Mr,Male,Married,2021-05-14,2022-11-21,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,11.542845360824742,89.29429553264606,,,,,40308.34764705883,0.0,2021,41.0,1.0
1772,Mr,Male,Married,2021-05-03,2021-10-31,Inactive,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1954,9.847402597402596,0.0,,,,,32802.916666666664,0.0,2021,67.0,0.0
1773,Mr,Male,Married,2021-05-05,2021-10-31,Inactive,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1992,9.936818181818182,0.3863636363636363,,,,,32510.83333333333,0.0,2021,29.0,0.0
1784,Mr,Male,Married,2021-05-18,2022-03-12,Inactive,Labour,Contarct Basis,Buddhist,Operator - JCB,1980,9.18799086757991,1.3791476407914764,,,,,42325.55555555556,0.0,2021,42.0,1.0
1800,Mr,Male,Married,2021-05-17,2022-12-17,Inactive,Staff,Contarct Basis,Muslim,Quantity Surveyor,1993,9.143333333333333,4.77156862745098,,,,,60000.0,60000.0,2021,29.0,1.0
1803,Mr,Male,Married,2021-02-06,,Active,Labour,Contarct Basis,Hindu,Security,1976,12.0,0.0,,,,,19932.5,0.0,2021,,
1804,Mr,Male,Married,2021-02-06,,Active,Labour,Contarct Basis,Hindu,Security,1976,12.055288461538462,403.84615384615387,,,,,18799.0,0.0,2021,,
1814,Mr,Male,Married,2021-05-21,2022-07-26,Inactive,Labour,Contarct Basis,Buddhist,Security,1978,21.323722627737222,6.948783454987834,,,,,40531.812666666665,0.0,2021,44.0,1.0
1815,Mr,Male,Married,2021-05-21,2022-11-28,Inactive,Labour,Contarct Basis,Buddhist,Security,1979,15.930658135283362,131.1785801340646,,,,,49748.53315789474,0.0,2021,43.0,1.0
1816,Mr,Male,Married,2021-05-13,2022-04-08,Inactive,Labour,Contarct Basis,Buddhist,Driver,1968,9.88907063197026,0.491635687732342,,,,,31950.182307692303,0.0,2021,54.0,1.0
1820,Mr,Male,Married,2021-05-24,2022-05-06,Inactive,Labour,Contarct Basis,Buddhist,Security,1992,13.622703488372093,253.28178294573644,,,,,45463.66363636364,0.0,2021,30.0,1.0
1822,Mr,Male,Married,2021-06-02,2022-03-26,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1975,9.89349593495935,0.0,,,,,36215.71428571428,0.0,2021,47.0,1.0
1825,Mr,Male,Married,2021-06-02,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959,9.881842105263155,7.509868421052632,,,,,25933.33333333333,0.0,2021,62.0,0.0
1827,Mr,Male,Married,2021-06-01,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.041507936507935,2.7449735449735444,,,,,31588.571428571428,0.0,2021,45.0,0.0
1833,Mr,Male,Married,2021-06-01,2022-07-23,Inactive,Labour,Contarct Basis,Buddhist,Cook,1976,9.893979057591624,6.363307155322862,,,,,30152.119166666667,0.0,2021,46.0,1.0
1834,Mr,Male,Single,2021-06-05,2022-01-17,Inactive,Staff,Contarct Basis,Hindu,Site Engineer,1994,9.267218934911243,58.85838264299803,,,,,91433.855,80083.33333333333,2021,28.0,1.0
1844,Mr,Male,Married,2021-06-10,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983,9.397336244541483,0.0416302765647743,,,,,37843.63636363636,0.0,2021,39.0,1.0
1846,Mr,Male,Married,2021-06-10,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Bar Bender,1958,9.17186046511628,0.0047803617571059,,,,,33754.28571428572,0.0,2021,63.0,0.0
1849,Mr,Male,Married,2021-06-08,2022-04-11,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987,9.933838383838385,1.3351851851851853,,,,,15303.75,0.0,2021,35.0,1.0
1850,Mr,Male,Married,2021-06-14,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978,9.374598214285712,0.0299107142857142,,,,,36987.27272727273,0.0,2021,44.0,1.0
1852,Mr,Male,Married,2021-06-14,2022-04-08,Inactive,Labour,Contarct Basis,Buddhist,Mason,1977,9.410196078431373,0.0124183006535947,,,,,46834.545454545456,0.0,2021,45.0,1.0
1854,Mr,Male,Married,2021-06-14,2022-04-08,Inactive,Labour,Contarct Basis,Buddhist,Mason,1969,9.369384615384616,0.051025641025641,,,,,44561.81818181818,0.0,2021,53.0,1.0
1855,Mr,Male,Married,2021-06-15,2022-04-11,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,9.6578515625,0.070703125,,,,,42236.36363636364,0.0,2021,41.0,1.0
1857,Mr,Male,Single,2021-06-01,2022-02-15,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,9.886013513513513,6.59831081081081,,,,,19968.571428571428,0.0,2021,19.0,1.0
1860,Mr,Male,Single,2021-06-02,2022-04-09,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,10.158009049773757,0.3098793363499246,,,,,26414.966666666667,0.0,2021,20.0,1.0
1861,Mr,Male,Single,2021-06-02,2022-01-03,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,10.291325301204818,5.181927710843373,,,,,26435.466666666664,0.0,2021,20.0,1.0
1862,Mr,Male,Married,2021-06-02,2022-06-16,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,10.373709677419354,0.240524193548387,,,,,27410.66,0.0,2021,28.0,1.0
1863,Mr,Male,Married,2021-06-03,2022-06-17,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958,10.668924302788843,0.6722443559096946,,,,,28177.00909090909,0.0,2021,64.0,1.0
1865,Mr,Male,Married,2021-06-03,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962,9.952102689486551,0.0627954360228198,,,,,29394.64444444444,0.0,2021,,
1867,Mr,Male,Married,2021-06-05,2022-04-09,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963,10.087703349282297,0.0163476874003189,,,,,24547.28888888889,0.0,2021,59.0,1.0
1873,Mr,Male,Married,2021-06-14,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998,9.680652173913044,7.624396135265699,,,,,27584.902,0.0,2021,23.0,0.0
1874,Mr,Male,Single,2021-06-14,2022-02-23,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,9.991764705882352,0.2995098039215686,,,,,9681.342857142856,0.0,2021,21.0,1.0
